shipment_id,order_code,package_code,order_date,origin_warehouse,destination_hub,destination_region,carrier,status,seller_code,shop_name,seller_region,weight_kg,pending_to_delivered_hours
SHP100157,ORD100157,PKG100157,2025-11-25,Sylhet DC,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1039,Silver Depot,Dhaka,2.3,37.53
SHP100158,ORD100158,PKG100158,2025-12-02,Khulna DC,Comilla Hub,Comilla,RedX,Cancelled,SEL1019,Green Fashion House,Rajshahi,2.73,25.1
SHP100159,ORD100159,PKG100159,2025-11-21,Sylhet DC,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1031,Prime Bazaar,Chattogram,10.18,34.61
SHP100160,ORD100160,PKG100160,2026-08-11,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delayed,SEL1014,Fresh Hub,Khulna,0.3,37.55
SHP100161,ORD100161,PKG100161,2026-05-17,Khulna DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1020,Horizon Bazaar,Dhaka,10.46,31.41
SHP100162,ORD100162,PKG100162,2026-06-18,Rajshahi DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1040,Silver Emporium,Barisal,0.86,43.35
SHP100163,ORD100163,PKG100163,2026-06-10,Sylhet DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1008,Elite Depot,Chattogram,4.82,29.76
SHP100164,ORD100164,PKG100164,2026-07-29,Dhaka Hub,Mymensingh Hub,Mymensingh,Sundarban Courier,Cancelled,SEL1040,Silver Emporium,Barisal,9.64,43.57
SHP100165,ORD100165,PKG100165,2025-10-07,Sylhet DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1035,Riverside Gallery,Mymensingh,5.01,28.92
SHP100166,ORD100166,PKG100166,2026-07-03,Rajshahi DC,Rangpur Hub,Rangpur,eCourier,In Transit,SEL1018,Golden Store,Chattogram,9.9,35.26
SHP100167,ORD100167,PKG100167,2025-09-24,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1002,Bengal Hub,Barisal,1.38,37.09
SHP100168,ORD100168,PKG100168,2026-02-12,Sylhet DC,Khulna Hub,Khulna,Sundarban Courier,In Transit,SEL1042,Smart Bazaar,Rajshahi,6.24,45.84
SHP100169,ORD100169,PKG100169,2026-03-25,Dhaka Hub,Narayanganj Hub,Narayanganj,RedX,In Transit,SEL1049,Suncity Gallery,Khulna,7.07,34.08
SHP100170,ORD100170,PKG100170,2026-01-02,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1043,Smart Emporium,Barisal,10.71,22.57
SHP100171,ORD100171,PKG100171,2025-10-21,Rajshahi DC,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1025,Metro Hub,Sylhet,1.3,41.33
SHP100172,ORD100172,PKG100172,2025-11-06,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1039,Silver Depot,Dhaka,4.2,23.75
SHP100173,ORD100173,PKG100173,2026-06-13,Dhaka Hub,Rangpur Hub,Rangpur,Steadfast Courier,Cancelled,SEL1024,Metro Bazaar,Dhaka,7.98,26.27
SHP100174,ORD100174,PKG100174,2025-12-20,Chattogram DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,11.76,35.71
SHP100175,ORD100175,PKG100175,2025-12-17,Sylhet DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1019,Green Fashion House,Rajshahi,10.21,25.27
SHP100176,ORD100176,PKG100176,2026-07-17,Dhaka Hub,Narayanganj Hub,Narayanganj,Steadfast Courier,In Transit,SEL1012,Elite Traders,Dhaka,10.19,39.55
SHP100177,ORD100177,PKG100177,2025-10-20,Rajshahi DC,Comilla Hub,Comilla,RedX,Delivered,SEL1058,Value Mart,Comilla,6.3,27.85
SHP100178,ORD100178,PKG100178,2026-07-14,Dhaka Hub,Dhaka Hub,Dhaka,RedX,Delivered,SEL1039,Silver Depot,Dhaka,6.86,19.13
SHP100179,ORD100179,PKG100179,2026-07-16,Khulna DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1010,Elite Gallery,Sylhet,10.33,19.41
SHP100180,ORD100180,PKG100180,2026-03-27,Rajshahi DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,10.46,36.53
SHP100181,ORD100181,PKG100181,2025-10-28,Khulna DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1009,Elite Emporium,Dhaka,9.67,29.77
SHP100182,ORD100182,PKG100182,2025-10-24,Khulna DC,Barisal Hub,Barisal,Steadfast Courier,Delivered,SEL1035,Riverside Gallery,Mymensingh,9.86,36.19
SHP100183,ORD100183,PKG100183,2025-12-08,Chattogram DC,Sylhet Hub,Sylhet,eCourier,In Transit,SEL1009,Elite Emporium,Dhaka,10.58,51.48
SHP100184,ORD100184,PKG100184,2026-03-19,Rajshahi DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,1.54,31.52
SHP100185,ORD100185,PKG100185,2025-10-24,Sylhet DC,Rajshahi Hub,Rajshahi,Sundarban Courier,In Transit,SEL1039,Silver Depot,Dhaka,3.65,32.71
SHP100186,ORD100186,PKG100186,2026-02-05,Dhaka Hub,Barisal Hub,Barisal,Steadfast Courier,Delivered,SEL1059,Value Store,Dhaka,11.72,35.75
SHP100187,ORD100187,PKG100187,2025-10-10,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Returned,SEL1059,Value Store,Dhaka,6.63,20.07
SHP100188,ORD100188,PKG100188,2026-03-06,Chattogram DC,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1053,Trendy Store,Chattogram,2.28,33.04
SHP100189,ORD100189,PKG100189,2025-09-08,Sylhet DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1014,Fresh Hub,Khulna,6.14,32.57
SHP100190,ORD100190,PKG100190,2026-05-04,Chattogram DC,Sylhet Hub,Sylhet,eCourier,Cancelled,SEL1005,Delta Corner,Khulna,7.82,39.72
SHP100191,ORD100191,PKG100191,2025-09-20,Sylhet DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1054,Trendy Trading,Narayanganj,9.97,34.17
SHP100192,ORD100192,PKG100192,2025-11-07,Sylhet DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delayed,SEL1055,Urban Collection,Chattogram,9.78,36.66
SHP100193,ORD100193,PKG100193,2025-10-31,Chattogram DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1016,Golden Hub,Comilla,0.78,26.92
SHP100194,ORD100194,PKG100194,2026-06-15,Khulna DC,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1001,Bengal Emporium,Rangpur,5.55,31.83
SHP100195,ORD100195,PKG100195,2025-09-19,Chattogram DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1038,Royal Outlet,Khulna,0.44,37.59
SHP100196,ORD100196,PKG100196,2026-01-27,Khulna DC,Comilla Hub,Comilla,Sundarban Courier,In Transit,SEL1004,Classic Mart,Rajshahi,10.68,39.36
SHP100197,ORD100197,PKG100197,2026-03-24,Chattogram DC,Barisal Hub,Barisal,RedX,Delivered,SEL1002,Bengal Hub,Barisal,2.25,32.68
SHP100198,ORD100198,PKG100198,2026-02-26,Rajshahi DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered Late,SEL1056,Urban Store,Khulna,7.57,54.64
SHP100199,ORD100199,PKG100199,2026-04-24,Chattogram DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1029,Modern Emporium,Sylhet,6.93,24.22
SHP100200,ORD100200,PKG100200,2026-06-05,Dhaka Hub,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1006,Delta Store,Rajshahi,7.58,19.95
SHP100201,ORD100201,PKG100201,2026-01-15,Dhaka Hub,Khulna Hub,Khulna,Sundarban Courier,In Transit,SEL1039,Silver Depot,Dhaka,6.85,30.82
SHP100202,ORD100202,PKG100202,2026-06-14,Rajshahi DC,Mymensingh Hub,Mymensingh,Steadfast Courier,Delayed,SEL1022,Horizon Depot,Sylhet,8.64,41.51
SHP100203,ORD100203,PKG100203,2025-12-20,Rajshahi DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1032,Prime Trading,Khulna,7.59,24.27
SHP100204,ORD100204,PKG100204,2026-08-07,Chattogram DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1053,Trendy Store,Chattogram,1.27,31.56
SHP100205,ORD100205,PKG100205,2026-02-22,Khulna DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1014,Fresh Hub,Khulna,4.53,26.05
SHP100206,ORD100206,PKG100206,2026-05-13,Sylhet DC,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1038,Royal Outlet,Khulna,6.65,39.12
SHP100207,ORD100207,PKG100207,2026-06-30,Dhaka Hub,Mymensingh Hub,Mymensingh,RedX,In Transit,SEL1049,Suncity Gallery,Khulna,4.04,40.33
SHP100208,ORD100208,PKG100208,2026-06-02,Sylhet DC,Sylhet Hub,Sylhet,eCourier,Delivered,SEL1025,Metro Hub,Sylhet,9.17,28.64
SHP100209,ORD100209,PKG100209,2026-06-22,Khulna DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1058,Value Mart,Comilla,3.95,30.27
SHP100210,ORD100210,PKG100210,2026-03-05,Rajshahi DC,Comilla Hub,Comilla,Sundarban Courier,Delivered Late,SEL1026,Metro Outlet,Sylhet,9.98,37.38
SHP100211,ORD100211,PKG100211,2025-09-16,Rajshahi DC,Rajshahi Hub,Rajshahi,Steadfast Courier,In Transit,SEL1027,Modern Corner,Comilla,1.93,22.82
SHP100212,ORD100212,PKG100212,2026-02-18,Dhaka Hub,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered,SEL1053,Trendy Store,Chattogram,9.28,43.2
SHP100213,ORD100213,PKG100213,2025-11-02,Chattogram DC,Rangpur Hub,Rangpur,RedX,Delayed,SEL1038,Royal Outlet,Khulna,2.36,15.22
SHP100214,ORD100214,PKG100214,2026-07-05,Sylhet DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1052,Trendy Collection,Rangpur,6.43,47.11
SHP100215,ORD100215,PKG100215,2025-11-21,Dhaka Hub,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1047,Suncity Depot,Dhaka,3.98,46.21
SHP100216,ORD100216,PKG100216,2025-11-18,Sylhet DC,Narayanganj Hub,Narayanganj,Pathao Courier,In Transit,SEL1042,Smart Bazaar,Rajshahi,7.72,29.51
SHP100217,ORD100217,PKG100217,2025-11-26,Dhaka Hub,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1014,Fresh Hub,Khulna,2.71,33.95
SHP100218,ORD100218,PKG100218,2026-04-11,Dhaka Hub,Narayanganj Hub,Narayanganj,eCourier,Returned,SEL1023,Horizon Shop,Rangpur,9.59,31.83
SHP100219,ORD100219,PKG100219,2026-03-17,Dhaka Hub,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,6.97,48.21
SHP100220,ORD100220,PKG100220,2026-07-26,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delayed,SEL1036,Royal Emporium,Comilla,11.5,38.21
SHP100221,ORD100221,PKG100221,2026-01-23,Khulna DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1016,Golden Hub,Comilla,8.6,29.84
SHP100222,ORD100222,PKG100222,2025-12-07,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1019,Green Fashion House,Rajshahi,7.37,41.3
SHP100223,ORD100223,PKG100223,2025-09-18,Rajshahi DC,Mymensingh Hub,Mymensingh,eCourier,In Transit,SEL1046,Smart Traders,Comilla,9.98,37.53
SHP100224,ORD100224,PKG100224,2025-09-03,Chattogram DC,Dhaka Hub,Dhaka,RedX,In Transit,SEL1010,Elite Gallery,Sylhet,2.79,24.8
SHP100225,ORD100225,PKG100225,2026-01-08,Dhaka Hub,Chattogram Hub,Chattogram,Pathao Courier,In Transit,SEL1006,Delta Store,Rajshahi,7.67,24.0
SHP100226,ORD100226,PKG100226,2026-07-18,Chattogram DC,Dhaka Hub,Dhaka,RedX,Delivered,SEL1045,Smart Store,Dhaka,4.81,27.76
SHP100227,ORD100227,PKG100227,2026-03-01,Khulna DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1017,Golden Outlet,Khulna,8.98,19.72
SHP100228,ORD100228,PKG100228,2026-07-07,Dhaka Hub,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1045,Smart Store,Dhaka,0.49,17.97
SHP100229,ORD100229,PKG100229,2025-10-06,Dhaka Hub,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1032,Prime Trading,Khulna,5.25,51.42
SHP100230,ORD100230,PKG100230,2025-10-03,Rajshahi DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1059,Value Store,Dhaka,7.89,28.55
SHP100231,ORD100231,PKG100231,2026-06-16,Sylhet DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered Late,SEL1031,Prime Bazaar,Chattogram,5.64,22.63
SHP100232,ORD100232,PKG100232,2025-10-07,Chattogram DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1052,Trendy Collection,Rangpur,3.01,31.75
SHP100233,ORD100233,PKG100233,2025-09-18,Khulna DC,Comilla Hub,Comilla,RedX,Delivered,SEL1051,Suncity Shop,Mymensingh,5.68,27.33
SHP100234,ORD100234,PKG100234,2026-01-18,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,In Transit,SEL1012,Elite Traders,Dhaka,10.23,37.17
SHP100235,ORD100235,PKG100235,2026-07-17,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Cancelled,SEL1059,Value Store,Dhaka,2.64,28.32
SHP100236,ORD100236,PKG100236,2026-04-27,Sylhet DC,Narayanganj Hub,Narayanganj,eCourier,Delivered,SEL1044,Smart Mart,Rangpur,4.53,36.18
SHP100237,ORD100237,PKG100237,2025-10-05,Dhaka Hub,Narayanganj Hub,Narayanganj,Sundarban Courier,In Transit,SEL1006,Delta Store,Rajshahi,11.89,43.12
SHP100238,ORD100238,PKG100238,2026-06-17,Chattogram DC,Chattogram Hub,Chattogram,RedX,In Transit,SEL1000,Bengal Bazaar,Mymensingh,10.97,28.55
SHP100239,ORD100239,PKG100239,2026-06-19,Sylhet DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1016,Golden Hub,Comilla,0.6,26.39
SHP100240,ORD100240,PKG100240,2026-06-05,Dhaka Hub,Khulna Hub,Khulna,eCourier,Delivered Late,SEL1000,Bengal Bazaar,Mymensingh,6.46,45.49
SHP100241,ORD100241,PKG100241,2026-07-10,Rajshahi DC,Barisal Hub,Barisal,eCourier,Delayed,SEL1021,Horizon Collection,Narayanganj,0.97,39.96
SHP100242,ORD100242,PKG100242,2025-11-22,Rajshahi DC,Mymensingh Hub,Mymensingh,eCourier,Delivered Late,SEL1059,Value Store,Dhaka,11.1,34.99
SHP100243,ORD100243,PKG100243,2026-08-05,Chattogram DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1028,Modern Depot,Khulna,5.41,20.09
SHP100244,ORD100244,PKG100244,2025-12-20,Chattogram DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1001,Bengal Emporium,Rangpur,5.14,34.05
SHP100245,ORD100245,PKG100245,2026-06-05,Dhaka Hub,Khulna Hub,Khulna,Sundarban Courier,Delivered Late,SEL1029,Modern Emporium,Sylhet,3.42,33.63
SHP100246,ORD100246,PKG100246,2026-03-20,Sylhet DC,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1013,Elite Trading,Dhaka,6.91,35.57
SHP100247,ORD100247,PKG100247,2026-05-28,Dhaka Hub,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,1.91,31.37
SHP100248,ORD100248,PKG100248,2026-04-06,Chattogram DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1005,Delta Corner,Khulna,9.63,29.64
SHP100249,ORD100249,PKG100249,2026-04-11,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,In Transit,SEL1046,Smart Traders,Comilla,6.0,31.91
SHP100250,ORD100250,PKG100250,2026-04-02,Khulna DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1026,Metro Outlet,Sylhet,6.88,42.26
SHP100251,ORD100251,PKG100251,2026-05-28,Sylhet DC,Chattogram Hub,Chattogram,Pathao Courier,Cancelled,SEL1001,Bengal Emporium,Rangpur,10.12,32.56
SHP100252,ORD100252,PKG100252,2026-05-14,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1040,Silver Emporium,Barisal,2.38,21.2
SHP100253,ORD100253,PKG100253,2025-10-17,Khulna DC,Sylhet Hub,Sylhet,eCourier,In Transit,SEL1027,Modern Corner,Comilla,2.27,43.7
SHP100254,ORD100254,PKG100254,2026-06-13,Khulna DC,Dhaka Hub,Dhaka,RedX,Delivered,SEL1046,Smart Traders,Comilla,5.17,32.54
SHP100255,ORD100255,PKG100255,2026-03-05,Khulna DC,Barisal Hub,Barisal,eCourier,In Transit,SEL1037,Royal Gallery,Dhaka,9.48,37.9
SHP100256,ORD100256,PKG100256,2025-12-21,Sylhet DC,Chattogram Hub,Chattogram,RedX,In Transit,SEL1047,Suncity Depot,Dhaka,0.89,35.0
SHP100257,ORD100257,PKG100257,2026-02-25,Rajshahi DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1027,Modern Corner,Comilla,9.58,39.56
SHP100258,ORD100258,PKG100258,2026-08-01,Chattogram DC,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,6.11,29.41
SHP100259,ORD100259,PKG100259,2026-06-24,Rajshahi DC,Barisal Hub,Barisal,Pathao Courier,Delayed,SEL1007,Delta Trading,Dhaka,6.83,32.88
SHP100260,ORD100260,PKG100260,2026-06-16,Chattogram DC,Barisal Hub,Barisal,Steadfast Courier,Delivered Late,SEL1027,Modern Corner,Comilla,6.86,32.12
SHP100261,ORD100261,PKG100261,2026-02-08,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1023,Horizon Shop,Rangpur,0.86,39.84
SHP100262,ORD100262,PKG100262,2026-05-30,Sylhet DC,Dhaka Hub,Dhaka,RedX,Delivered,SEL1047,Suncity Depot,Dhaka,3.15,19.97
SHP100263,ORD100263,PKG100263,2026-01-12,Sylhet DC,Sylhet Hub,Sylhet,eCourier,Delayed,SEL1024,Metro Bazaar,Dhaka,9.11,39.2
SHP100264,ORD100264,PKG100264,2026-04-26,Khulna DC,Khulna Hub,Khulna,Sundarban Courier,Delivered Late,SEL1051,Suncity Shop,Mymensingh,5.06,26.66
SHP100265,ORD100265,PKG100265,2026-04-10,Chattogram DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1011,Elite Outlet,Chattogram,6.81,28.82
SHP100266,ORD100266,PKG100266,2025-11-26,Rajshahi DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1023,Horizon Shop,Rangpur,11.35,41.45
SHP100267,ORD100267,PKG100267,2025-12-02,Chattogram DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1045,Smart Store,Dhaka,0.75,32.15
SHP100268,ORD100268,PKG100268,2025-09-22,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,In Transit,SEL1007,Delta Trading,Dhaka,5.51,27.08
SHP100269,ORD100269,PKG100269,2025-10-19,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,In Transit,SEL1019,Green Fashion House,Rajshahi,4.46,35.64
SHP100270,ORD100270,PKG100270,2026-01-29,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1045,Smart Store,Dhaka,1.46,28.35
SHP100271,ORD100271,PKG100271,2026-02-13,Khulna DC,Khulna Hub,Khulna,RedX,Delivered,SEL1035,Riverside Gallery,Mymensingh,11.42,21.28
SHP100272,ORD100272,PKG100272,2025-10-28,Rajshahi DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1046,Smart Traders,Comilla,11.55,19.76
SHP100273,ORD100273,PKG100273,2026-01-23,Rajshahi DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1030,Nova Retail,Dhaka,3.88,50.16
SHP100274,ORD100274,PKG100274,2026-03-29,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delayed,SEL1051,Suncity Shop,Mymensingh,11.37,36.03
SHP100275,ORD100275,PKG100275,2025-11-20,Sylhet DC,Khulna Hub,Khulna,Pathao Courier,Delivered Late,SEL1052,Trendy Collection,Rangpur,0.62,33.36
SHP100276,ORD100276,PKG100276,2025-12-27,Dhaka Hub,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1058,Value Mart,Comilla,11.77,16.19
SHP100277,ORD100277,PKG100277,2026-01-06,Sylhet DC,Mymensingh Hub,Mymensingh,eCourier,Delivered,SEL1007,Delta Trading,Dhaka,10.06,32.86
SHP100278,ORD100278,PKG100278,2026-02-22,Rajshahi DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1035,Riverside Gallery,Mymensingh,2.73,26.48
SHP100279,ORD100279,PKG100279,2026-01-05,Sylhet DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered Late,SEL1006,Delta Store,Rajshahi,7.27,48.74
SHP100280,ORD100280,PKG100280,2026-05-13,Chattogram DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1013,Elite Trading,Dhaka,9.62,25.38
SHP100281,ORD100281,PKG100281,2025-12-23,Dhaka Hub,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1018,Golden Store,Chattogram,3.97,25.68
SHP100282,ORD100282,PKG100282,2026-01-29,Chattogram DC,Rangpur Hub,Rangpur,Steadfast Courier,Cancelled,SEL1038,Royal Outlet,Khulna,4.37,33.33
SHP100283,ORD100283,PKG100283,2026-01-10,Chattogram DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1025,Metro Hub,Sylhet,7.62,30.93
SHP100284,ORD100284,PKG100284,2025-11-03,Rajshahi DC,Dhaka Hub,Dhaka,Pathao Courier,In Transit,SEL1051,Suncity Shop,Mymensingh,1.94,28.12
SHP100285,ORD100285,PKG100285,2026-04-26,Sylhet DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1017,Golden Outlet,Khulna,1.59,39.47
SHP100286,ORD100286,PKG100286,2025-11-21,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Delivered,SEL1037,Royal Gallery,Dhaka,3.15,19.91
SHP100287,ORD100287,PKG100287,2025-12-12,Dhaka Hub,Sylhet Hub,Sylhet,Steadfast Courier,In Transit,SEL1045,Smart Store,Dhaka,8.95,38.27
SHP100288,ORD100288,PKG100288,2026-06-02,Rajshahi DC,Mymensingh Hub,Mymensingh,RedX,In Transit,SEL1058,Value Mart,Comilla,4.53,46.97
SHP100289,ORD100289,PKG100289,2026-07-26,Rajshahi DC,Khulna Hub,Khulna,Sundarban Courier,Delivered Late,SEL1014,Fresh Hub,Khulna,6.19,49.37
SHP100290,ORD100290,PKG100290,2026-04-21,Khulna DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1044,Smart Mart,Rangpur,2.51,31.18
SHP100291,ORD100291,PKG100291,2026-07-15,Dhaka Hub,Narayanganj Hub,Narayanganj,eCourier,Delivered,SEL1005,Delta Corner,Khulna,2.49,40.7
SHP100292,ORD100292,PKG100292,2026-06-23,Dhaka Hub,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1032,Prime Trading,Khulna,7.88,47.1
SHP100293,ORD100293,PKG100293,2026-02-14,Dhaka Hub,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1024,Metro Bazaar,Dhaka,1.48,50.95
SHP100294,ORD100294,PKG100294,2026-05-25,Khulna DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1057,Value Hub,Dhaka,8.08,38.65
SHP100295,ORD100295,PKG100295,2025-12-23,Khulna DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1046,Smart Traders,Comilla,4.93,51.25
SHP100296,ORD100296,PKG100296,2026-02-07,Rajshahi DC,Barisal Hub,Barisal,RedX,Delivered,SEL1055,Urban Collection,Chattogram,8.12,34.35
SHP100297,ORD100297,PKG100297,2026-03-05,Dhaka Hub,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,4.7,47.63
SHP100298,ORD100298,PKG100298,2026-07-30,Dhaka Hub,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered,SEL1024,Metro Bazaar,Dhaka,10.18,42.46
SHP100299,ORD100299,PKG100299,2026-06-21,Rajshahi DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1044,Smart Mart,Rangpur,0.86,30.31
SHP100300,ORD100300,PKG100300,2026-02-17,Rajshahi DC,Chattogram Hub,Chattogram,Sundarban Courier,In Transit,SEL1001,Bengal Emporium,Rangpur,10.74,53.46
SHP100301,ORD100301,PKG100301,2026-04-14,Khulna DC,Rangpur Hub,Rangpur,Sundarban Courier,Delayed,SEL1033,Riverside Collection,Sylhet,3.37,35.79
SHP100302,ORD100302,PKG100302,2025-11-10,Dhaka Hub,Rangpur Hub,Rangpur,RedX,Delivered,SEL1002,Bengal Hub,Barisal,0.7,30.4
SHP100303,ORD100303,PKG100303,2026-06-06,Dhaka Hub,Rangpur Hub,Rangpur,Sundarban Courier,Delivered,SEL1043,Smart Emporium,Barisal,6.84,32.16
SHP100304,ORD100304,PKG100304,2026-03-11,Dhaka Hub,Khulna Hub,Khulna,eCourier,In Transit,SEL1058,Value Mart,Comilla,2.85,42.16
SHP100305,ORD100305,PKG100305,2026-03-04,Khulna DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1040,Silver Emporium,Barisal,5.62,42.67
SHP100306,ORD100306,PKG100306,2026-05-24,Rajshahi DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered Late,SEL1050,Suncity Retail,Chattogram,9.67,45.65
SHP100307,ORD100307,PKG100307,2026-04-07,Khulna DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1014,Fresh Hub,Khulna,9.54,27.65
SHP100308,ORD100308,PKG100308,2025-09-26,Chattogram DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1059,Value Store,Dhaka,7.28,23.56
SHP100309,ORD100309,PKG100309,2025-12-09,Khulna DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1033,Riverside Collection,Sylhet,11.74,25.47
SHP100310,ORD100310,PKG100310,2025-11-01,Dhaka Hub,Dhaka Hub,Dhaka,RedX,Delivered Late,SEL1040,Silver Emporium,Barisal,5.67,22.77
SHP100311,ORD100311,PKG100311,2026-05-13,Rajshahi DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1046,Smart Traders,Comilla,0.66,41.79
SHP100312,ORD100312,PKG100312,2025-09-13,Rajshahi DC,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1038,Royal Outlet,Khulna,9.87,23.12
SHP100313,ORD100313,PKG100313,2025-11-10,Khulna DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1019,Green Fashion House,Rajshahi,2.81,36.0
SHP100314,ORD100314,PKG100314,2026-03-26,Rajshahi DC,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1036,Royal Emporium,Comilla,2.28,47.97
