shipment_id,request_date,origin_hub,carrier,pickup_status,pickup_duration_hours
SHP100378,2026-04-18,Khulna Hub,Pathao Courier,Completed,2.82
SHP100379,2025-10-08,Narayanganj Hub,Pathao Courier,Completed,1.84
SHP100380,2025-12-09,Chattogram Hub,Pathao Courier,Completed,2.85
SHP100381,2026-06-14,Chattogram Hub,Sundarban Courier,Pending,
SHP100382,2025-11-26,Dhaka Hub,Sundarban Courier,Completed,2.89
SHP100383,2026-06-03,Chattogram Hub,Pathao Courier,Failed,3.54
SHP100384,2026-02-08,Sylhet Hub,RedX,Failed,4.14
SHP100385,2025-11-20,Dhaka Hub,Pathao Courier,Completed,3.44
SHP100386,2025-12-25,Mymensingh Hub,Sundarban Courier,Completed,3.39
SHP100387,2026-03-03,Dhaka Hub,RedX,Completed,2.31
SHP100388,2026-05-23,Comilla Hub,Pathao Courier,Completed,3.31
SHP100389,2026-03-29,Chattogram Hub,Pathao Courier,Completed,3.78
SHP100390,2026-07-20,Sylhet Hub,Pathao Courier,Completed,3.07
SHP100391,2026-06-28,Narayanganj Hub,Pathao Courier,Completed,1.76
SHP100392,2026-05-19,Barisal Hub,Sundarban Courier,Completed,3.85
SHP100393,2026-03-28,Dhaka Hub,Pathao Courier,Completed,2.77
SHP100394,2025-12-10,Chattogram Hub,Pathao Courier,Completed,2.62
SHP100395,2026-01-21,Dhaka Hub,Steadfast Courier,Completed,1.94
SHP100396,2025-10-12,Rajshahi Hub,Steadfast Courier,Completed,2.19
SHP100397,2026-01-08,Rajshahi Hub,Pathao Courier,Completed,1.21
SHP100398,2026-07-18,Comilla Hub,Sundarban Courier,Completed,2.85
SHP100399,2026-01-26,Chattogram Hub,Sundarban Courier,Completed,4.96
SHP100400,2025-10-10,Dhaka Hub,eCourier,Completed,3.2
SHP100401,2026-04-14,Dhaka Hub,eCourier,Pending,
SHP100402,2026-07-31,Narayanganj Hub,Pathao Courier,Failed,2.24
SHP100403,2026-06-28,Narayanganj Hub,Pathao Courier,Completed,1.12
SHP100404,2025-12-04,Chattogram Hub,Sundarban Courier,Completed,4.04
SHP100405,2026-02-05,Sylhet Hub,Steadfast Courier,Completed,2.23
SHP100406,2026-03-03,Mymensingh Hub,Steadfast Courier,Completed,2.95
SHP100407,2025-11-25,Sylhet Hub,Pathao Courier,Completed,2.98
SHP100408,2025-12-02,Narayanganj Hub,RedX,Completed,2.2
SHP100409,2025-11-21,Mymensingh Hub,Pathao Courier,Completed,2.41
SHP100410,2026-08-11,Rangpur Hub,RedX,Completed,2.86
SHP100411,2026-05-17,Rajshahi Hub,Steadfast Courier,Completed,3.84
SHP100412,2026-06-18,Dhaka Hub,Sundarban Courier,Completed,2.8
SHP100413,2026-06-10,Dhaka Hub,Pathao Courier,Completed,1.63
SHP100414,2026-07-29,Mymensingh Hub,RedX,Completed,2.42
SHP100415,2025-10-07,Dhaka Hub,Sundarban Courier,Completed,4.49
SHP100416,2026-07-03,Dhaka Hub,eCourier,Completed,2.1
SHP100417,2025-09-24,Mymensingh Hub,Sundarban Courier,Completed,2.17
SHP100418,2026-02-12,Dhaka Hub,Steadfast Courier,Pending,
SHP100419,2026-03-25,Barisal Hub,Pathao Courier,Completed,1.85
SHP100420,2026-01-02,Rajshahi Hub,Pathao Courier,Completed,3.19
SHP100421,2025-10-21,Dhaka Hub,Sundarban Courier,Cancelled,
SHP100422,2025-11-06,Dhaka Hub,Pathao Courier,Completed,1.33
SHP100423,2026-06-13,Chattogram Hub,Sundarban Courier,Cancelled,
SHP100424,2025-12-20,Dhaka Hub,RedX,Completed,3.83
SHP100425,2025-12-17,Dhaka Hub,Pathao Courier,Completed,2.13
SHP100426,2026-07-17,Mymensingh Hub,Pathao Courier,Cancelled,
SHP100427,2025-10-20,Comilla Hub,Pathao Courier,Completed,1.69
SHP100428,2026-07-14,Dhaka Hub,Pathao Courier,Completed,3.15
SHP100429,2026-07-16,Khulna Hub,Steadfast Courier,Completed,2.12
SHP100430,2026-03-27,Sylhet Hub,Steadfast Courier,Completed,3.02
SHP100431,2025-10-28,Chattogram Hub,Pathao Courier,Completed,3.01
SHP100432,2025-10-24,Narayanganj Hub,eCourier,Completed,2.3
SHP100433,2025-12-08,Dhaka Hub,eCourier,Completed,3.16
SHP100434,2026-03-19,Narayanganj Hub,Steadfast Courier,Completed,2.07
SHP100435,2025-10-24,Chattogram Hub,Sundarban Courier,Completed,5.64
SHP100436,2026-02-05,Khulna Hub,Sundarban Courier,Completed,2.52
SHP100437,2025-10-10,Comilla Hub,Sundarban Courier,Completed,3.07
SHP100438,2026-03-06,Rajshahi Hub,eCourier,Completed,2.19
SHP100439,2025-09-08,Rangpur Hub,eCourier,Cancelled,
SHP100440,2026-05-04,Dhaka Hub,Sundarban Courier,Completed,3.19
SHP100441,2025-09-20,Khulna Hub,Pathao Courier,Completed,2.46
SHP100442,2025-11-07,Chattogram Hub,eCourier,Failed,4.08
SHP100443,2025-10-31,Chattogram Hub,eCourier,Completed,3.87
SHP100444,2026-06-15,Dhaka Hub,Sundarban Courier,Completed,2.13
SHP100445,2025-09-19,Rajshahi Hub,RedX,Completed,3.0
SHP100446,2026-01-27,Khulna Hub,Sundarban Courier,Cancelled,
SHP100447,2026-03-24,Dhaka Hub,Sundarban Courier,Completed,2.58
SHP100448,2026-02-26,Barisal Hub,RedX,Completed,3.73
SHP100449,2026-04-24,Chattogram Hub,eCourier,Completed,3.11
SHP100450,2026-06-05,Khulna Hub,Steadfast Courier,Completed,2.64
SHP100451,2026-01-15,Mymensingh Hub,Sundarban Courier,Completed,2.11
SHP100452,2026-06-14,Chattogram Hub,Sundarban Courier,Completed,4.91
SHP100453,2025-12-20,Rajshahi Hub,Sundarban Courier,Completed,2.81
SHP100454,2026-08-07,Mymensingh Hub,Pathao Courier,Completed,0.5
SHP100455,2026-02-22,Rajshahi Hub,Sundarban Courier,Completed,3.38
SHP100456,2026-05-13,Narayanganj Hub,Pathao Courier,Completed,1.48
SHP100457,2026-06-30,Dhaka Hub,Sundarban Courier,Completed,2.45
SHP100458,2026-06-02,Chattogram Hub,Pathao Courier,Failed,3.7
SHP100459,2026-06-22,Barisal Hub,Sundarban Courier,Completed,4.66
SHP100460,2026-03-05,Sylhet Hub,eCourier,Cancelled,
SHP100461,2025-09-16,Dhaka Hub,Pathao Courier,Completed,2.68
SHP100462,2026-02-18,Chattogram Hub,RedX,Failed,1.74
SHP100463,2025-11-02,Barisal Hub,Steadfast Courier,Completed,4.0
SHP100464,2026-07-05,Rangpur Hub,RedX,Completed,2.3
SHP100465,2025-11-21,Rajshahi Hub,Pathao Courier,Completed,1.81
SHP100466,2025-11-18,Comilla Hub,Sundarban Courier,Completed,3.31
SHP100467,2025-11-26,Khulna Hub,RedX,Completed,2.78
SHP100468,2026-04-11,Mymensingh Hub,RedX,Completed,1.31
SHP100469,2026-03-17,Dhaka Hub,Pathao Courier,Failed,3.11
SHP100470,2026-07-26,Narayanganj Hub,Sundarban Courier,Completed,3.69
SHP100471,2026-01-23,Mymensingh Hub,RedX,Completed,2.19
SHP100472,2025-12-07,Comilla Hub,Pathao Courier,Failed,1.49
SHP100473,2025-09-18,Comilla Hub,RedX,Completed,3.72
SHP100474,2025-09-03,Mymensingh Hub,Pathao Courier,Completed,2.24
SHP100475,2026-01-08,Dhaka Hub,Sundarban Courier,Completed,2.94
SHP100476,2026-07-18,Comilla Hub,eCourier,Completed,2.81
SHP100477,2026-03-01,Dhaka Hub,Pathao Courier,Completed,2.51
SHP100478,2026-07-07,Mymensingh Hub,RedX,Completed,2.58
SHP100479,2025-10-06,Khulna Hub,Sundarban Courier,Completed,3.0
SHP100480,2025-10-03,Chattogram Hub,Sundarban Courier,Completed,4.02
SHP100481,2026-06-16,Chattogram Hub,Steadfast Courier,Failed,4.8
SHP100482,2025-10-07,Dhaka Hub,Sundarban Courier,Completed,2.26
SHP100483,2025-09-18,Barisal Hub,Pathao Courier,Completed,2.59
SHP100484,2026-01-18,Barisal Hub,Steadfast Courier,Completed,3.62
SHP100485,2026-07-17,Sylhet Hub,eCourier,Completed,3.42
SHP100486,2026-04-27,Sylhet Hub,RedX,Completed,3.29
SHP100487,2025-10-05,Dhaka Hub,Pathao Courier,Completed,2.52
SHP100488,2026-06-17,Chattogram Hub,Pathao Courier,Completed,3.34
SHP100489,2026-06-19,Rajshahi Hub,RedX,Completed,2.16
SHP100490,2026-06-05,Rajshahi Hub,Pathao Courier,Failed,1.86
SHP100491,2026-07-10,Dhaka Hub,Pathao Courier,Completed,2.66
SHP100492,2025-11-22,Barisal Hub,eCourier,Completed,4.19
SHP100493,2026-08-05,Narayanganj Hub,Sundarban Courier,Completed,3.39
SHP100494,2025-12-20,Mymensingh Hub,Pathao Courier,Failed,1.84
SHP100495,2026-06-05,Dhaka Hub,Pathao Courier,Completed,2.3
SHP100496,2026-03-20,Mymensingh Hub,Sundarban Courier,Completed,3.08
SHP100497,2026-05-28,Dhaka Hub,RedX,Completed,2.53
SHP100498,2026-04-06,Dhaka Hub,Steadfast Courier,Completed,2.82
SHP100499,2026-04-11,Dhaka Hub,Pathao Courier,Completed,2.04
SHP100500,2026-04-02,Sylhet Hub,Pathao Courier,Failed,2.4
SHP100501,2026-05-28,Mymensingh Hub,RedX,Completed,2.28
SHP100502,2026-05-14,Mymensingh Hub,Sundarban Courier,Completed,3.04
SHP100503,2025-10-17,Chattogram Hub,Sundarban Courier,Completed,4.12
SHP100504,2026-06-13,Sylhet Hub,Steadfast Courier,Completed,4.16
SHP100505,2026-03-05,Dhaka Hub,RedX,Completed,2.12
SHP100506,2025-12-21,Narayanganj Hub,Sundarban Courier,Failed,2.8
SHP100507,2026-02-25,Dhaka Hub,Steadfast Courier,Completed,2.51
SHP100508,2026-08-01,Dhaka Hub,Pathao Courier,Completed,2.78
SHP100509,2026-06-24,Narayanganj Hub,Steadfast Courier,Completed,3.5
SHP100510,2026-06-16,Dhaka Hub,RedX,Completed,1.97
SHP100511,2026-02-08,Dhaka Hub,RedX,Completed,1.84
SHP100512,2026-05-30,Narayanganj Hub,Steadfast Courier,Completed,2.84
SHP100513,2026-01-12,Dhaka Hub,RedX,Completed,1.07
SHP100514,2026-04-26,Dhaka Hub,Sundarban Courier,Failed,3.44
SHP100515,2026-04-10,Sylhet Hub,Pathao Courier,Completed,2.26
SHP100516,2025-11-26,Chattogram Hub,RedX,Completed,2.5
SHP100517,2025-12-02,Mymensingh Hub,RedX,Completed,3.02
SHP100518,2025-09-22,Barisal Hub,Pathao Courier,Completed,1.84
SHP100519,2025-10-19,Khulna Hub,eCourier,Completed,3.56
SHP100520,2026-01-29,Dhaka Hub,RedX,Completed,3.1
SHP100521,2026-02-13,Dhaka Hub,Sundarban Courier,Completed,3.07
SHP100522,2025-10-28,Comilla Hub,Pathao Courier,Completed,2.77
SHP100523,2026-01-23,Dhaka Hub,Sundarban Courier,Completed,1.73
SHP100524,2026-03-29,Dhaka Hub,Pathao Courier,Completed,1.78
SHP100525,2025-11-20,Dhaka Hub,Pathao Courier,Completed,2.37
SHP100526,2025-12-27,Rangpur Hub,Sundarban Courier,Completed,3.47
SHP100527,2026-01-06,Mymensingh Hub,Pathao Courier,Completed,2.35
SHP100528,2026-02-22,Chattogram Hub,Pathao Courier,Completed,3.9
SHP100529,2026-01-05,Dhaka Hub,RedX,Completed,2.02
SHP100530,2026-05-13,Mymensingh Hub,Sundarban Courier,Completed,1.87
SHP100531,2025-12-23,Dhaka Hub,Steadfast Courier,Failed,2.61
SHP100532,2026-01-29,Chattogram Hub,Steadfast Courier,Completed,3.28
SHP100533,2026-01-10,Chattogram Hub,RedX,Completed,3.21
SHP100534,2025-11-03,Chattogram Hub,Steadfast Courier,Completed,5.05
SHP100535,2026-04-26,Dhaka Hub,Steadfast Courier,Completed,1.26
SHP100536,2025-11-21,Mymensingh Hub,Sundarban Courier,Pending,
SHP100537,2025-12-12,Dhaka Hub,eCourier,Completed,3.09
SHP100538,2026-06-02,Chattogram Hub,Pathao Courier,Completed,4.12
SHP100539,2026-07-26,Rajshahi Hub,RedX,Completed,2.29
SHP100540,2026-04-21,Rangpur Hub,Sundarban Courier,Completed,2.76
SHP100541,2026-07-15,Khulna Hub,Pathao Courier,Completed,3.18
SHP100542,2026-06-23,Chattogram Hub,Pathao Courier,Completed,2.81
SHP100543,2026-02-14,Dhaka Hub,Steadfast Courier,Completed,2.84
SHP100544,2026-05-25,Sylhet Hub,Sundarban Courier,Completed,4.38
SHP100545,2025-12-23,Khulna Hub,Pathao Courier,Completed,1.71
SHP100546,2026-02-07,Chattogram Hub,Pathao Courier,Completed,3.4
SHP100547,2026-03-05,Rajshahi Hub,Sundarban Courier,Completed,4.2
SHP100548,2026-07-30,Rangpur Hub,eCourier,Completed,2.02
SHP100549,2026-06-21,Dhaka Hub,eCourier,Completed,1.25
SHP100550,2026-02-17,Mymensingh Hub,Sundarban Courier,Cancelled,
SHP100551,2026-04-14,Rajshahi Hub,Pathao Courier,Completed,2.49
SHP100552,2025-11-10,Chattogram Hub,Pathao Courier,Completed,4.67
SHP100553,2026-06-06,Barisal Hub,Sundarban Courier,Completed,4.41
SHP100554,2026-03-11,Barisal Hub,eCourier,Completed,2.7
SHP100555,2026-03-04,Rangpur Hub,eCourier,Completed,2.9
SHP100556,2026-05-24,Chattogram Hub,Sundarban Courier,Completed,5.49
SHP100557,2026-04-07,Khulna Hub,RedX,Completed,2.36
SHP100558,2025-09-26,Sylhet Hub,Sundarban Courier,Completed,4.62
SHP100559,2025-12-09,Chattogram Hub,RedX,Completed,2.15
SHP100560,2025-11-01,Dhaka Hub,RedX,Completed,1.07
SHP100561,2026-05-13,Comilla Hub,RedX,Completed,2.12
SHP100562,2025-09-13,Dhaka Hub,RedX,Completed,2.8
SHP100563,2025-11-10,Rajshahi Hub,Steadfast Courier,Completed,1.89
SHP100564,2026-03-26,Chattogram Hub,Sundarban Courier,Failed,5.03
SHP100565,2026-04-29,Mymensingh Hub,Pathao Courier,Pending,
SHP100566,2026-02-22,Sylhet Hub,Pathao Courier,Completed,2.48
SHP100567,2026-06-25,Dhaka Hub,RedX,Completed,1.49
SHP100568,2026-07-15,Dhaka Hub,RedX,Completed,1.99
SHP100569,2025-10-16,Chattogram Hub,RedX,Failed,3.21
SHP100570,2026-07-27,Khulna Hub,eCourier,Completed,3.22
SHP100571,2026-04-01,Rajshahi Hub,Pathao Courier,Completed,1.9
SHP100572,2026-04-09,Mymensingh Hub,RedX,Completed,2.55
SHP100573,2025-10-03,Chattogram Hub,eCourier,Completed,4.03
SHP100574,2026-04-04,Rangpur Hub,Sundarban Courier,Completed,3.26
SHP100575,2026-05-10,Dhaka Hub,Sundarban Courier,Completed,3.39
SHP100576,2026-03-20,Mymensingh Hub,Pathao Courier,Completed,1.97
SHP100577,2025-09-30,Dhaka Hub,Sundarban Courier,Completed,2.53
SHP100578,2026-03-01,Rangpur Hub,eCourier,Failed,2.79
SHP100579,2026-07-21,Dhaka Hub,Steadfast Courier,Completed,2.98
SHP100580,2026-05-09,Rajshahi Hub,RedX,Cancelled,
SHP100581,2025-10-18,Khulna Hub,Sundarban Courier,Completed,1.52
SHP100582,2026-07-30,Khulna Hub,RedX,Completed,1.63
SHP100583,2026-07-29,Narayanganj Hub,eCourier,Completed,2.03
SHP100584,2025-10-29,Rajshahi Hub,Sundarban Courier,Completed,3.34
SHP100585,2026-06-05,Dhaka Hub,eCourier,Completed,1.14
SHP100586,2026-01-19,Chattogram Hub,Pathao Courier,Pending,
SHP100587,2026-03-25,Dhaka Hub,Pathao Courier,Completed,2.57
SHP100588,2026-02-02,Chattogram Hub,Pathao Courier,Completed,4.11
SHP100589,2026-05-29,Chattogram Hub,Pathao Courier,Completed,3.61
SHP100590,2026-08-11,Rajshahi Hub,Steadfast Courier,Completed,1.31
SHP100591,2026-06-03,Comilla Hub,Sundarban Courier,Pending,
SHP100592,2026-07-20,Chattogram Hub,Pathao Courier,Completed,4.7
SHP100593,2026-07-25,Mymensingh Hub,Sundarban Courier,Completed,2.3
SHP100594,2025-10-02,Mymensingh Hub,Sundarban Courier,Completed,4.25
SHP100595,2025-11-27,Rajshahi Hub,Sundarban Courier,Completed,3.5
SHP100596,2026-05-08,Barisal Hub,Pathao Courier,Completed,3.2
SHP100597,2026-03-24,Rangpur Hub,RedX,Failed,2.45
SHP100598,2025-09-18,Chattogram Hub,Pathao Courier,Cancelled,
SHP100599,2025-10-03,Narayanganj Hub,eCourier,Completed,2.13
SHP100600,2026-02-28,Chattogram Hub,Pathao Courier,Completed,3.38
SHP100601,2026-04-02,Dhaka Hub,eCourier,Completed,3.87
SHP100602,2025-10-29,Barisal Hub,eCourier,Completed,4.89
SHP100603,2025-10-30,Chattogram Hub,Pathao Courier,Completed,3.4
SHP100604,2025-10-15,Dhaka Hub,Pathao Courier,Completed,1.58
SHP100605,2026-03-15,Dhaka Hub,Steadfast Courier,Completed,1.24
SHP100606,2025-09-03,Chattogram Hub,Sundarban Courier,Completed,6.4
SHP100607,2026-03-18,Dhaka Hub,RedX,Completed,2.72
SHP100608,2026-02-12,Dhaka Hub,Pathao Courier,Completed,3.0
SHP100609,2026-02-09,Dhaka Hub,Pathao Courier,Completed,1.74
SHP100610,2026-04-24,Rajshahi Hub,RedX,Completed,1.65
SHP100611,2026-02-28,Dhaka Hub,Steadfast Courier,Completed,1.71
SHP100612,2026-05-10,Rangpur Hub,Pathao Courier,Completed,0.5
SHP100613,2026-05-23,Mymensingh Hub,eCourier,Completed,1.77
SHP100614,2026-07-16,Barisal Hub,RedX,Completed,3.34
SHP100615,2026-06-04,Dhaka Hub,Pathao Courier,Failed,2.3
SHP100616,2026-02-27,Khulna Hub,Sundarban Courier,Completed,2.59
SHP100617,2026-02-18,Dhaka Hub,Pathao Courier,Completed,2.58
SHP100618,2025-11-21,Narayanganj Hub,Sundarban Courier,Completed,2.42
SHP100619,2026-03-27,Dhaka Hub,RedX,Pending,
SHP100620,2025-10-19,Dhaka Hub,Sundarban Courier,Cancelled,
SHP100621,2026-07-20,Dhaka Hub,Pathao Courier,Completed,2.7
SHP100622,2026-06-20,Narayanganj Hub,RedX,Completed,2.1
SHP100623,2025-10-12,Dhaka Hub,RedX,Completed,1.43
SHP100624,2026-05-30,Dhaka Hub,RedX,Completed,1.17
SHP100625,2025-10-11,Dhaka Hub,RedX,Completed,0.5
SHP100626,2026-05-08,Comilla Hub,Pathao Courier,Completed,2.87
SHP100627,2025-10-01,Chattogram Hub,RedX,Completed,2.28
SHP100628,2026-02-16,Narayanganj Hub,Sundarban Courier,Completed,2.8
SHP100629,2026-04-16,Narayanganj Hub,Sundarban Courier,Completed,3.04
SHP100630,2026-05-11,Barisal Hub,Pathao Courier,Completed,2.55
SHP100631,2026-01-23,Dhaka Hub,RedX,Completed,1.92
SHP100632,2026-07-16,Narayanganj Hub,RedX,Completed,2.27
SHP100633,2026-05-26,Sylhet Hub,Sundarban Courier,Completed,4.08
SHP100634,2025-11-12,Sylhet Hub,eCourier,Completed,4.06
SHP100635,2026-04-21,Rajshahi Hub,eCourier,Completed,2.25
SHP100636,2026-05-11,Barisal Hub,Pathao Courier,Failed,3.1
SHP100637,2025-12-25,Narayanganj Hub,RedX,Completed,1.43
SHP100638,2026-05-14,Narayanganj Hub,Sundarban Courier,Completed,2.8
SHP100639,2026-07-08,Chattogram Hub,Steadfast Courier,Completed,4.08
SHP100640,2026-06-10,Dhaka Hub,Pathao Courier,Completed,1.48
SHP100641,2026-05-22,Comilla Hub,Sundarban Courier,Completed,3.42
SHP100642,2026-04-08,Dhaka Hub,Sundarban Courier,Completed,1.11
SHP100643,2025-12-03,Khulna Hub,Pathao Courier,Failed,3.02
SHP100644,2026-06-03,Dhaka Hub,RedX,Completed,1.01
SHP100645,2026-01-05,Chattogram Hub,Sundarban Courier,Cancelled,
SHP100646,2026-03-04,Khulna Hub,Pathao Courier,Completed,2.7
SHP100647,2025-12-18,Barisal Hub,RedX,Completed,3.82
SHP100648,2025-12-18,Narayanganj Hub,Steadfast Courier,Completed,1.62
SHP100649,2025-10-25,Comilla Hub,eCourier,Completed,2.59
SHP100650,2026-07-30,Khulna Hub,Sundarban Courier,Completed,3.23
SHP100651,2025-10-22,Chattogram Hub,Sundarban Courier,Completed,5.19
SHP100652,2025-09-30,Khulna Hub,Pathao Courier,Completed,2.85
SHP100653,2026-07-21,Chattogram Hub,Steadfast Courier,Completed,4.53
SHP100654,2026-03-12,Sylhet Hub,eCourier,Completed,4.07
SHP100655,2026-01-30,Comilla Hub,RedX,Pending,
SHP100656,2026-05-14,Khulna Hub,Steadfast Courier,Completed,2.99
SHP100657,2026-01-11,Dhaka Hub,Pathao Courier,Completed,2.14
SHP100658,2025-10-15,Barisal Hub,RedX,Completed,3.91
SHP100659,2026-05-11,Chattogram Hub,Pathao Courier,Cancelled,
SHP100660,2025-10-31,Dhaka Hub,Pathao Courier,Pending,
SHP100661,2026-03-11,Rangpur Hub,Sundarban Courier,Completed,4.11
SHP100662,2026-07-26,Dhaka Hub,Sundarban Courier,Completed,3.16
SHP100663,2026-07-21,Rajshahi Hub,Steadfast Courier,Completed,2.34
SHP100664,2026-01-03,Mymensingh Hub,Sundarban Courier,Completed,2.8
SHP100665,2026-05-28,Chattogram Hub,eCourier,Completed,5.33
SHP100666,2026-03-31,Sylhet Hub,eCourier,Completed,3.81
SHP100667,2026-02-13,Khulna Hub,RedX,Completed,3.2
SHP100668,2025-10-19,Rajshahi Hub,Steadfast Courier,Completed,2.77
SHP100669,2026-01-09,Narayanganj Hub,Sundarban Courier,Pending,
SHP100670,2026-04-14,Comilla Hub,Sundarban Courier,Completed,2.21
SHP100671,2026-08-08,Dhaka Hub,Pathao Courier,Completed,2.19
SHP100672,2025-09-02,Khulna Hub,Pathao Courier,Completed,3.18
SHP100673,2026-05-07,Dhaka Hub,Steadfast Courier,Cancelled,
SHP100674,2026-06-20,Dhaka Hub,Sundarban Courier,Completed,3.09
SHP100675,2026-07-27,Chattogram Hub,Sundarban Courier,Completed,5.97
SHP100676,2026-01-25,Chattogram Hub,Pathao Courier,Completed,2.43
SHP100677,2025-10-11,Khulna Hub,Sundarban Courier,Completed,3.3
SHP100678,2025-12-03,Rajshahi Hub,eCourier,Completed,2.95
SHP100679,2026-06-22,Chattogram Hub,Sundarban Courier,Completed,5.14
SHP100680,2026-07-01,Mymensingh Hub,eCourier,Completed,1.19
SHP100681,2026-04-09,Mymensingh Hub,RedX,Pending,
SHP100682,2025-10-13,Barisal Hub,eCourier,Completed,2.38
SHP100683,2025-10-13,Chattogram Hub,Pathao Courier,Completed,2.75
SHP100684,2026-02-13,Dhaka Hub,RedX,Completed,2.6
SHP100685,2026-03-23,Dhaka Hub,Pathao Courier,Completed,1.89
SHP100686,2025-09-12,Dhaka Hub,Sundarban Courier,Completed,3.41
SHP100687,2026-04-26,Narayanganj Hub,eCourier,Completed,3.07
SHP100688,2026-03-08,Chattogram Hub,RedX,Completed,2.68
SHP100689,2025-09-05,Chattogram Hub,Pathao Courier,Completed,3.79
SHP100690,2025-10-04,Sylhet Hub,eCourier,Completed,2.63
SHP100691,2026-02-05,Rajshahi Hub,Pathao Courier,Completed,2.39
SHP100692,2026-05-09,Comilla Hub,RedX,Pending,
SHP100693,2026-06-13,Dhaka Hub,Steadfast Courier,Completed,2.2
SHP100694,2026-01-28,Mymensingh Hub,RedX,Completed,0.75
SHP100695,2025-12-12,Sylhet Hub,eCourier,Completed,2.7
SHP100696,2026-08-02,Dhaka Hub,RedX,Completed,3.79
SHP100697,2026-02-06,Khulna Hub,eCourier,Completed,3.08
SHP100698,2025-12-19,Khulna Hub,RedX,Completed,1.94
SHP100699,2026-02-01,Dhaka Hub,RedX,Pending,
SHP100700,2025-09-05,Dhaka Hub,Pathao Courier,Completed,3.15
SHP100701,2025-12-14,Rajshahi Hub,eCourier,Failed,3.41
SHP100702,2026-02-26,Barisal Hub,Pathao Courier,Completed,3.16
SHP100703,2026-07-15,Rajshahi Hub,Steadfast Courier,Completed,2.21
SHP100704,2026-05-14,Chattogram Hub,Pathao Courier,Completed,4.23
SHP100705,2026-05-29,Khulna Hub,Pathao Courier,Completed,2.1
SHP100706,2026-03-08,Comilla Hub,eCourier,Completed,3.57
SHP100707,2025-10-09,Comilla Hub,Pathao Courier,Completed,2.42
SHP100708,2026-01-14,Dhaka Hub,Sundarban Courier,Failed,3.39
SHP100709,2026-08-11,Dhaka Hub,eCourier,Completed,3.21
SHP100710,2025-09-16,Rajshahi Hub,Pathao Courier,Completed,1.29
SHP100711,2026-07-02,Dhaka Hub,Pathao Courier,Completed,2.23
SHP100712,2026-04-25,Rangpur Hub,Sundarban Courier,Completed,4.04
SHP100713,2025-12-08,Chattogram Hub,Pathao Courier,Completed,3.1
SHP100714,2026-05-28,Dhaka Hub,Pathao Courier,Failed,1.74
SHP100715,2026-06-17,Mymensingh Hub,Pathao Courier,Completed,2.88
SHP100716,2025-09-15,Dhaka Hub,Sundarban Courier,Completed,3.9
SHP100717,2025-10-07,Dhaka Hub,Sundarban Courier,Completed,0.5
SHP100718,2026-04-19,Mymensingh Hub,Pathao Courier,Completed,2.88
SHP100719,2026-08-12,Dhaka Hub,RedX,Cancelled,
SHP100720,2025-09-09,Chattogram Hub,RedX,Completed,3.42
SHP100721,2026-04-19,Chattogram Hub,Pathao Courier,Failed,2.7
SHP100722,2025-10-18,Dhaka Hub,Sundarban Courier,Completed,2.45
SHP100723,2026-04-13,Dhaka Hub,Steadfast Courier,Pending,
SHP100724,2026-04-04,Dhaka Hub,RedX,Completed,2.38
SHP100725,2025-10-02,Sylhet Hub,Sundarban Courier,Completed,5.28
SHP100726,2026-04-24,Narayanganj Hub,Sundarban Courier,Completed,1.95
SHP100727,2026-07-08,Barisal Hub,Pathao Courier,Completed,4.1
SHP100728,2026-06-26,Barisal Hub,eCourier,Cancelled,
SHP100729,2025-09-11,Rajshahi Hub,Steadfast Courier,Completed,2.26
SHP100730,2025-11-25,Rangpur Hub,Steadfast Courier,Completed,3.89
SHP100731,2025-11-23,Khulna Hub,Pathao Courier,Completed,2.85
SHP100732,2026-02-04,Narayanganj Hub,Sundarban Courier,Completed,1.71
SHP100733,2025-10-20,Rajshahi Hub,Pathao Courier,Completed,2.14
SHP100734,2026-06-23,Rajshahi Hub,Sundarban Courier,Completed,2.41
SHP100735,2026-05-27,Dhaka Hub,Sundarban Courier,Completed,2.53
SHP100736,2026-06-07,Rangpur Hub,RedX,Completed,2.2
SHP100737,2025-11-08,Chattogram Hub,Pathao Courier,Completed,3.99
SHP100738,2025-09-06,Rangpur Hub,Steadfast Courier,Completed,1.82
